Stn Code,Sampling Date,State,City,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,PM 2.5
429,23-06-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,15,62,28
429,26-06-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,16,45,26
429,29-06-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,17,48,22
429,03-07-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,14,32,21
429,07-07-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,16,40,30
429,10-07-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,18,51,24
429,14-07-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,14,38,18
429,17-07-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,16,37,24
429,21-07-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,15,22,15
429,24-07-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,17,33,22
429,28-07-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,16,33,16
429,31-07-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,18,31,15
429,04-08-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,15,35,26
429,07-08-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,16,19,10
429,11-08-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,15,34,22
429,14-08-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,19,28,18
429,17-08-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,15,18,12
429,22-08-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,17,52,30
429,25-08-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,17,48,27
429,29-08-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,16,29,23
429,31-08-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,20,18,10
429,03-09-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,19,21,16
429,08-09-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,16,38,23
429,10-09-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,17,21,14
429,15-09-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,17,23,15
429,19-09-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,15,22,14
429,22-09-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,17,26,18
429,25-09-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,20,32,27
429,29-09-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,19,28,20
429,03-10-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,18,54,28
429,06-10-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,17,43,32
429,09-10-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,19,40,26
429,13-10-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,17,47,28
429,16-10-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,20,46,32
429,19-10-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,20,47,27
429,23-10-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,17,47,30
429,26-10-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,16,51,34
429,30-10-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,19,54,27
429,03-11-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,19,78,38
429,06-11-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,22,73,50
429,09-11-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,18,81,47
429,12-11-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,18,65,38
429,16-11-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,19,82,55
429,20-11-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,18,80,54
429,24-11-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,20,75,38
429,27-11-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,17,73,42
429,02-12-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,21,89,48
429,05-12-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,18,92,56
429,08-12-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,21,95,55
429,11-12-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,20,102,50
429,15-12-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,19,85,42
429,18-12-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,19,113,44
429,22-12-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,16,95,48
429,26-12-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,17,116,54
429,30-12-15,Odisha,Berhampur,"Regional Office, Berhampur",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,19,105,56
471,02-01-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,10,24,155,137
471,06-01-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,11,25,173,157
471,09-01-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,10,25,181,146
471,13-01-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,9,25,172,121
471,16-01-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,11,27,189,107
471,20-01-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,12,27,193,173
471,23-01-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,9,24,155,118
471,27-01-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,11,29,159,101
471,30-01-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,11,24,168,113
471,03-02-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,12,25,175,79
471,06-02-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,10,26,175,102
471,10-02-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,9,23,155,148
471,13-02-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,11,27,169,96
471,17-02-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,11,26,158,84
471,20-02-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,9,26,168,114
471,24-02-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,10,22,166,69
471,27-02-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,9,26,159,100
471,01-09-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,8,22,84,41
471,04-09-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,8,22,87,43
471,08-09-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,9,23,89,31
471,11-09-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,10,25,80,44
471,15-09-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,8,21,57,34
471,18-09-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,8,23,80,33
471,22-09-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,7,20,91,35
471,25-09-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,11,24,106,43
471,29-09-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,9,23,107,47
471,01-10-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,8,22,136,47
471,06-10-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,7,22,129,51
471,09-10-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,9,24,156,53
471,13-10-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,10,25,121,64
471,16-10-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,8,22,136,42
471,20-10-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,8,23,132,50
471,23-10-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,7,20,132,35
471,27-10-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,10,25,124,39
471,30-10-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,9,22,133,50
471,03-11-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,10,25,140,46
471,06-11-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,9,24,128,48
471,10-11-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,10,25,151,83
471,13-11-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,10,25,132,89
471,17-11-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,10,27,142,80
471,20-11-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,11,25,138,90
471,24-11-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,10,26,128,77
471,27-11-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,10,22,131,88
471,01-12-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,11,26,150,97
471,04-12-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,10,25,144,83
471,08-12-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,9,24,145,92
471,11-12-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,9,23,128,85
471,15-12-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,10,25,137,72
471,18-12-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,10,28,121,51
471,22-12-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,12,25,115,71
471,25-12-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,10,27,131,81
471,29-12-15,Odisha,Talcher,"Coal Field Area, Talcher",Odisha State Pollution Control Board,Industrial Area,10,26,145,83
552,07-02-15,Odisha,Keonjhar,"Regional Office, Keonjhar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,146,104
552,09-02-15,Odisha,Keonjhar,"Regional Office, Keonjhar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,13,93,46
552,12-02-15,Odisha,Keonjhar,"Regional Office, Keonjhar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,53,41
552,16-02-15,Odisha,Keonjhar,"Regional Office, Keonjhar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,75,45
552,18-02-15,Odisha,Keonjhar,"Regional Office, Keonjhar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,15,111,39
552,20-02-15,Odisha,Keonjhar,"Regional Office, Keonjhar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,14,135,42
552,23-02-15,Odisha,Keonjhar,"Regional Office, Keonjhar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,14,100,37
552,27-02-15,Odisha,Keonjhar,"Regional Office, Keonjhar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,13,80,42
552,02-04-15,Odisha,Keonjhar,"Regional Office, Keonjhar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,138,54
552,06-04-15,Odisha,Keonjhar,"Regional Office, Keonjhar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,13,79,42
552,09-04-15,Odisha,Keonjhar,"Regional Office, Keonjhar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,76,42
552,13-04-15,Odisha,Keonjhar,"Regional Office, Keonjhar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,13,67,40
552,18-04-15,Odisha,Keonjhar,"Regional Office, Keonjhar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,13,47,28
552,21-04-15,Odisha,Keonjhar,"Regional Office, Keonjhar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,54,27
552,24-04-15,Odisha,Keonjhar,"Regional Office, Keonjhar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,26,17
552,27-04-15,Odisha,Keonjhar,"Regional Office, Keonjhar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,26,20
552,29-04-15,Odisha,Keonjhar,"Regional Office, Keonjhar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,51,36
552,04-05-15,Odisha,Keonjhar,"Regional Office, Keonjhar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,13,50,34
552,07-05-15,Odisha,Keonjhar,"Regional Office, Keonjhar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,13,83,44
552,11-05-15,Odisha,Keonjhar,"Regional Office, Keonjhar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,13,73,42
552,14-05-15,Odisha,Keonjhar,"Regional Office, Keonjhar",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,13,57,30
